Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Ethanol/Gas,CA,L3ULEV125,California LEV-III ULEV125,HGMXT05.3382,pickup,6,12/16,17/23,14/19,4,No,457/475
CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,HGMXT05.3384,pickup,5,16,23,19,4,No,479
CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,HGMXT05.3384,special purpose,5,15,20,17,3,No,523
CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HGMXT05.3384,pickup,6,16,23,19,4,No,479
CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HGMXT05.3384,special purpose,6,15,20,17,3,No,523
CHEVROLET Silverado 15,5.3,8,Auto-6,4WD,Ethanol/Gas,FA,B5,Federal Tier 2 Bin 5,HGMXT05.3382,pickup,5,11/16,16/22,13/18,3,No,527/491
CHEVROLET Silverado 15,5.3,8,Auto-6,4WD,Ethanol/Gas,CA,L3ULEV125,California LEV-III ULEV125,HGMXT05.3382,pickup,6,11/16,16/22,13/18,3,No,527/491
CHEVROLET Silverado 15,5.3,8,Auto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,HGMXT05.3384,pickup,5,16,22,18,3,No,495
CHEVROLET Silverado 15,5.3,8,Auto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,HGMXT05.3384,special purpose,5,15,19,17,3,No,523
CHEVROLET Silverado 15,5.3,8,Auto-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HGMXT05.3384,pickup,6,16,22,18,3,No,495
CHEVROLET Silverado 15,5.3,8,Auto-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HGMXT05.3384,special purpose,6,15,19,17,3,No,523
CHEVROLET Silverado 15,5.3,8,Auto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,HGMXT05.3383,pickup,5,18,24,20,4,No,447
CHEVROLET Silverado 15,5.3,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HGMXT05.3383,pickup,6,18,24,20,4,No,447
CHEVROLET Silverado 15,5.3,8,Auto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,HGMXT05.3384,pickup,5,16,22,18,3,No,497
CHEVROLET Silverado 15,5.3,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HGMXT05.3384,pickup,6,16,22,18,3,No,497
CHEVROLET Silverado 15,5.3,8,Auto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,HGMXT05.3383,pickup,5,16,21,18,3,No,488
CHEVROLET Silverado 15,5.3,8,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HGMXT05.3383,pickup,6,16,21,18,3,No,488
CHEVROLET Silverado 15,5.3,8,Auto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,HGMXT05.3384,pickup,5,15,20,17,3,No,533
CHEVROLET Silverado 15,5.3,8,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HGMXT05.3384,pickup,6,15,20,17,3,No,533
CHEVROLET Silverado 15,6.2,8,Auto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,HGMXT06.2374,pickup,5,15,21,17,3,No,522
CHEVROLET Silverado 15,6.2,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HGMXT06.2374,pickup,6,15,21,17,3,No,522
CHEVROLET Silverado 15,6.2,8,Auto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,HGMXT06.2374,pickup,5,15,20,17,3,No,531
CHEVROLET Silverado 15,6.2,8,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HGMXT06.2374,pickup,6,15,20,17,3,No,531
CHEVROLET Sonic,1.4,4,Man-6,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HGMXV01.4099,small car,6,28,38,32,7,Yes,281
CHEVROLET Sonic,1.4,4,Man-6,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HGMXV01.4099,small car,6,28,38,32,7,Yes,281
CHEVROLET Sonic,1.4,4,SemiAuto-6,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HGMXV01.4099,small car,6,27,36,30,7,Yes,295
CHEVROLET Sonic,1.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HGMXV01.4099,small car,6,27,36,30,7,Yes,295
CHEVROLET Sonic,1.8,4,Man-5,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HGMXV01.8021,small car,6,25,33,28,6,No,312
CHEVROLET Sonic,1.8,4,Man-5,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HGMXV01.8021,small car,6,25,33,28,6,No,312
CHEVROLET Sonic,1.8,4,Man-5,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,HGMXV01.8031,small car,8,25,33,28,6,No,312
CHEVROLET Sonic,1.8,4,Man-5,2WD,Gasoline,FA,T3B85,Federal Tier 3 Transitional Bin 85,HGMXV01.8031,small car,7,25,33,28,6,No,312
CHEVROLET Sonic,1.8,4,SemiAuto-6,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HGMXV01.8021,small car,6,24,34,28,6,No,317
CHEVROLET Sonic,1.8,4,SemiAuto-6,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HGMXV01.8021,small car,6,24,34,28,6,No,317
CHEVROLET Sonic,1.8,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,HGMXV01.8031,small car,8,24,34,28,6,No,317
CHEVROLET Sonic,1.8,4,SemiAuto-6,2WD,Gasoline,FA,T3B85,Federal Tier 3 Transitional Bin 85,HGMXV01.8031,small car,7,24,34,28,6,No,317
CHEVROLET Sonic 5,1.4,4,Man-6,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HGMXV01.4099,station wagon,6,28,38,32,7,Yes,281
CHEVROLET Sonic 5,1.4,4,Man-6,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HGMXV01.4099,station wagon,6,28,38,32,7,Yes,281
CHEVROLET Sonic 5,1.4,4,SemiAuto-6,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HGMXV01.4099,station wagon,6,27,36,30,7,Yes,295
CHEVROLET Sonic 5,1.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HGMXV01.4099,station wagon,6,27,36,30,7,Yes,295
CHEVROLET Sonic 5,1.8,4,Man-5,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HGMXV01.8021,station wagon,6,25,33,28,6,No,312
CHEVROLET Sonic 5,1.8,4,Man-5,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HGMXV01.8021,station wagon,6,25,33,28,6,No,312
CHEVROLET Sonic 5,1.8,4,Man-5,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,HGMXV01.8031,station wagon,8,25,33,28,6,No,312
CHEVROLET Sonic 5,1.8,4,Man-5,2WD,Gasoline,FA,T3B85,Federal Tier 3 Transitional Bin 85,HGMXV01.8031,station wagon,7,25,33,28,6,No,312
CHEVROLET Sonic 5,1.8,4,SemiAuto-6,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HGMXV01.8021,station wagon,6,24,34,28,6,No,317
CHEVROLET Sonic 5,1.8,4,SemiAuto-6,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HGMXV01.8021,station wagon,6,24,34,28,6,No,317
CHEVROLET Sonic 5,1.8,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,HGMXV01.8031,station wagon,8,24,34,28,6,No,317
CHEVROLET Sonic 5,1.8,4,SemiAuto-6,2WD,Gasoline,FA,T3B85,Federal Tier 3 Transitional Bin 85,HGMXV01.8031,station wagon,7,24,34,28,6,No,317
CHEVROLET Spark,1.4,4,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,HGMXV01.4050,small car,7,30,38,33,8,Yes,268
CHEVROLET Spark,1.4,4,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,HGMXV01.4050,small car,7,30,38,33,8,Yes,268
CHEVROLET Spark,1.4,4,Man-5,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,HGMXV01.4050,small car,7,29,38,33,8,Yes,271
CHEVROLET Spark,1.4,4,Man-5,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,HGMXV01.4050,small car,7,29,38,33,8,Yes,271
CHEVROLET Spark Activ,1.4,4,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,HGMXV01.4050,small car,7,30,37,33,8,Yes,269
CHEVROLET Spark Activ,1.4,4,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,HGMXV01.4050,small car,7,30,37,33,8,Yes,269
CHEVROLET Spark Activ,1.4,4,Man-5,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,HGMXV01.4050,small car,7,29,37,32,7,Yes,278
CHEVROLET Spark Activ,1.4,4,Man-5,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,HGMXV01.4050,small car,7,29,37,32,7,Yes,278
CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,Ethanol/Gas,FA,B5,Federal Tier 2 Bin 5,HGMXT05.3382,standard SUV,5,12/16,17/23,14/19,4,No,457/477
CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,Ethanol/Gas,CA,L3ULEV125,California LEV-III ULEV125,HGMXT05.3382,standard SUV,6,12/16,17/23,14/19,4,No,457/477
CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,HGMXT05.3384,standard SUV,5,16,23,19,4,No,477
CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HGMXT05.3384,standard SUV,6,16,23,19,4,No,477
CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Ethanol/Gas,FA,B5,Federal Tier 2 Bin 5,HGMXT05.3382,standard SUV,5,11/15,15/22,12/18,3,No,511/502
CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Ethanol/Gas,CA,L3ULEV125,California LEV-III ULEV125,HGMXT05.3382,standard SUV,6,11/15,15/22,12/18,3,No,511/502
CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,HGMXT05.3384,standard SUV,5,15,22,18,3,No,502
CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HGMXT05.3384,standard SUV,6,15,22,18,3,No,502
CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Ethanol/Gas,FA,B5,Federal Tier 2 Bin 5,HGMXT05.3382,standard SUV,5,12/16,17/23,14/19,4,No,457/477
CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Ethanol/Gas,CA,L3ULEV125,California LEV-III ULEV125,HGMXT05.3382,standard SUV,6,12/16,17/23,14/19,4,No,457/477
CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,HGMXT05.3384,standard SUV,5,16,23,19,4,No,477
CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HGMXT05.3384,standard SUV,6,16,23,19,4,No,477
CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Ethanol/Gas,FA,B5,Federal Tier 2 Bin 5,HGMXT05.3382,standard SUV,5,11/16,16/22,13/18,3,No,482/497
CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Ethanol/Gas,CA,L3ULEV125,California LEV-III ULEV125,HGMXT05.3382,standard SUV,6,11/16,16/22,13/18,3,No,482/497
CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,HGMXT05.3384,standard SUV,5,16,22,18,3,No,497
CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HGMXT05.3384,standard SUV,6,16,22,18,3,No,497
CHEVROLET Traverse,3.6,6,Auto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,HGMXT03.6151,standard SUV,5,15,22,18,3,No,507
CHEVROLET Traverse,3.6,6,Auto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HGMXT03.6151,standard SUV,6,15,22,18,3,No,507
CHEVROLET Traverse,3.6,6,Auto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,HGMXT03.6151,standard SUV,5,15,22,17,3,No,518
CHEVROLET Traverse,3.6,6,Auto-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HGMXT03.6151,standard SUV,6,15,22,17,3,No,518
CHEVROLET Trax,1.4,4,SemiAuto-6,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HGMXV01.4099,small SUV,6,25,33,28,6,No,313
CHEVROLET Trax,1.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HGMXV01.4099,small SUV,6,25,33,28,6,No,313
CHEVROLET Trax,1.4,4,SemiAuto-6,4WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HGMXV01.4099,small SUV,6,24,30,27,6,No,334
CHEVROLET Trax,1.4,4,SemiAuto-6,4WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HGMXV01.4099,small SUV,6,24,30,27,6,No,334
CHEVROLET Volt,1.5,4,CVT,2WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,HGMXV01.5020,small car,6,43/113,42/99,42/106,10,Yes,51
CHEVROLET Volt,1.5,4,CVT,2WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,HGMXV01.5020,small car,6,43/113,42/99,42/106,10,Yes,51
CHEVROLET Volt,1.5,4,CVT,2WD,Gasoline/Electricity,CA,L3SULEV30/TZEV,California LEV-III SULEV30/TZEV,HGMXV01.5030,small car,9,43/113,42/99,42/106,10,Elite,51
CHEVROLET Volt,1.5,4,CVT,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,HGMXV01.5030,small car,8,43/113,42/99,42/106,10,Yes,51
CHRYSLER 200,2.4,4,Auto-9,2WD,Ethanol/Gas,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ02.45PA,midsize car,6,17/23,26/36,20/27,6,No,309/323
CHRYSLER 200,2.4,4,Auto-9,2WD,Ethanol/Gas,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ02.45PA,midsize car,6,17/23,26/36,20/27,6,No,309/323
CHRYSLER 200,2.4,4,Auto-9,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HCRXJ02.4CP0,midsize car,9,23,36,27,6,No,323
CHRYSLER 200,3.6,6,Auto-9,2WD,Ethanol/Gas,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ03.65PA,midsize car,6,14/19,23/31,17/23,5,No,370/388
CHRYSLER 200,3.6,6,Auto-9,2WD,Ethanol/Gas,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ03.65PA,midsize car,6,14/19,23/31,17/23,5,No,370/388
CHRYSLER 200,3.6,6,Auto-9,4WD,Ethanol/Gas,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ03.65PA,midsize car,6,14/18,21/28,16/22,5,No,381/405
CHRYSLER 200,3.6,6,Auto-9,4WD,Ethanol/Gas,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ03.65PA,midsize car,6,14/18,21/28,16/22,5,No,381/405
CHRYSLER 300,3.6,6,Auto-8,2WD,Ethanol/Gas,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV03.65PB,large car,6,14/19,22/30,17/23,5,No,376/389
CHRYSLER 300,3.6,6,Auto-8,2WD,Ethanol/Gas,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV03.65PB,large car,6,14/19,22/30,17/23,5,No,376/389
CHRYSLER 300,3.6,6,Auto-8,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV03.65P0,large car,6,19,30,23,5,No,389
CHRYSLER 300,3.6,6,Auto-8,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV03.65P0,large car,6,19,30,23,5,No,389
CHRYSLER 300,3.6,6,Auto-8,4WD,Ethanol/Gas,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV03.65PB,large car,6,14/18,20/27,16/21,4,No,399/415
CHRYSLER 300,3.6,6,Auto-8,4WD,Ethanol/Gas,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV03.65PB,large car,6,14/18,20/27,16/21,4,No,399/415
CHRYSLER 300,3.6,6,Auto-8,4WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV03.65P0,large car,6,18,27,21,4,No,415
CHRYSLER 300,3.6,6,Auto-8,4WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV03.65P0,large car,6,18,27,21,4,No,415
CHRYSLER 300,5.7,8,Auto-8,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV05.75P0,large car,6,16,25,19,4,No,466
CHRYSLER 300,5.7,8,Auto-8,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV05.75P0,large car,6,16,25,19,4,No,466
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT03.65P1,minivan,6,18,28,22,5,No,416
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT03.65P1,minivan,6,19,28,22,5,No,401
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT03.65P1,minivan,6,18,28,22,5,No,416
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT03.65P1,minivan,6,19,28,22,5,No,401
CHRYSLER Pacifica Hybrid,3.6,6,CVT,2WD,Gasoline/Electricity,CA,L3SULEV30/TZEV,California LEV-III SULEV30/TZEV,HCRXT03.65P0,minivan,9,32/89,33/78,32/84,10,Elite,106
CHRYSLER Pacifica Hybrid,3.6,6,CVT,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,HCRXT03.65P0,minivan,8,32/89,33/78,32/84,10,Yes,106
DODGE Challenger,3.6,6,Auto-8,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV03.65P0,midsize car,6,19,30,23,5,No,389
DODGE Challenger,3.6,6,Auto-8,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV03.65P0,midsize car,6,19,30,23,5,No,389
DODGE Challenger,5.7,8,Auto-8,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV05.75P0,midsize car,6,16,25,19,4,No,466
DODGE Challenger,5.7,8,Auto-8,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV05.75P0,midsize car,6,16,25,19,4,No,466
DODGE Challenger,5.7,8,Man-6,2WD,Gasoline,CA,L2,California LEV-II LEV,HCRXV06.45P0,midsize car,5,15,23,18,3,No,494
DODGE Challenger,5.7,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HCRXV06.45P0,midsize car,5,15,23,18,3,No,494
DODGE Challenger,6.4,8,Auto-8,2WD,Gasoline,CA,L2,California LEV-II LEV,HCRXV06.45P0,midsize car,5,15,25,18,3,No,486
DODGE Challenger,6.4,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HCRXV06.45P0,midsize car,5,15,25,18,3,No,486
DODGE Challenger,6.4,8,Man-6,2WD,Gasoline,CA,L2,California LEV-II LEV,HCRXV06.45P0,midsize car,5,14,23,17,3,No,523
DODGE Challenger,6.4,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HCRXV06.45P0,midsize car,5,14,23,17,3,No,523
DODGE Challenger GT,3.6,6,Auto-8,4WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV03.65P0,midsize car,6,18,27,21,4,No,415
DODGE Challenger GT,3.6,6,Auto-8,4WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV03.65P0,midsize car,6,18,27,21,4,No,415
DODGE Challenger SRT,6.2,8,Auto-8,2WD,Gasoline,CA,L2,California LEV-II LEV,HCRXV06.25P3,midsize car,5,13,22,16,2,No,546
DODGE Challenger SRT,6.2,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HCRXV06.25P3,midsize car,5,13,22,16,2,No,546
DODGE Challenger SRT,6.2,8,Man-6,2WD,Gasoline,CA,L2,California LEV-II LEV,HCRXV06.25P3,midsize car,5,13,21,16,2,No,567
DODGE Challenger SRT,6.2,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HCRXV06.25P3,midsize car,5,13,21,16,2,No,567
DODGE Challenger SRT,6.4,8,Auto-8,2WD,Gasoline,CA,L2,California LEV-II LEV,HCRXV06.45P0,midsize car,5,15,25,18,3,No,486
DODGE Challenger SRT,6.4,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HCRXV06.45P0,midsize car,5,15,25,18,3,No,486
DODGE Challenger SRT,6.4,8,Man-6,2WD,Gasoline,CA,L2,California LEV-II LEV,HCRXV06.45P0,midsize car,5,14,23,17,3,No,523
DODGE Challenger SRT,6.4,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HCRXV06.45P0,midsize car,5,14,23,17,3,No,523
DODGE Charger,3.6,6,Auto-8,2WD,Ethanol/Gas,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV03.65PB,large car,6,14/19,22/30,17/23,5,No,376/389
DODGE Charger,3.6,6,Auto-8,2WD,Ethanol/Gas,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV03.65PB,large car,6,14/19,22/30,17/23,5,No,376/389
DODGE Charger,3.6,6,Auto-8,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV03.65P0,large car,6,19,30,23,5,No,389
DODGE Charger,3.6,6,Auto-8,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV03.65P0,large car,6,19,30,23,5,No,389
DODGE Charger,3.6,6,Auto-8,4WD,Ethanol/Gas,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV03.65PB,large car,6,14/18,20/27,16/21,4,No,399/415
DODGE Charger,3.6,6,Auto-8,4WD,Ethanol/Gas,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV03.65PB,large car,6,14/18,20/27,16/21,4,No,399/415
DODGE Charger,3.6,6,Auto-8,4WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV03.65P0,large car,6,18,27,21,4,No,415
DODGE Charger,3.6,6,Auto-8,4WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV03.65P0,large car,6,18,27,21,4,No,415
DODGE Charger,5.7,8,Auto-8,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV05.75P0,large car,6,16,25,19,4,No,466
DODGE Charger,5.7,8,Auto-8,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXV05.75P0,large car,6,16,25,19,4,No,466
DODGE Charger,6.4,8,Auto-8,2WD,Gasoline,CA,L2,California LEV-II LEV,HCRXV06.45P0,large car,5,15,25,18,3,No,486
DODGE Charger,6.4,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HCRXV06.45P0,large car,5,15,25,18,3,No,486
DODGE Charger SRT,6.2,8,Auto-8,2WD,Gasoline,CA,L2,California LEV-II LEV,HCRXV06.25P3,large car,5,13,22,16,2,No,546
DODGE Charger SRT,6.2,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HCRXV06.25P3,large car,5,13,22,16,2,No,546
DODGE Charger SRT,6.4,8,Auto-8,2WD,Gasoline,CA,L2,California LEV-II LEV,HCRXV06.45P0,large car,5,15,25,18,3,No,486
DODGE Charger SRT,6.4,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HCRXV06.45P0,large car,5,15,25,18,3,No,486
DODGE Durango,3.6,6,Auto-8,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT03.65P3,standard SUV,6,19,26,21,4,No,414
DODGE Durango,3.6,6,Auto-8,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT03.65P3,standard SUV,6,19,26,21,4,No,414
DODGE Durango,3.6,6,Auto-8,4WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT03.65P3,standard SUV,6,18,25,21,4,No,427
DODGE Durango,3.6,6,Auto-8,4WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT03.65P3,standard SUV,6,18,25,21,4,No,427
DODGE Durango,5.7,8,Auto-8,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT05.75P1,standard SUV,6,14,22,17,3,No,525
DODGE Durango,5.7,8,Auto-8,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT05.75P1,standard SUV,6,14,22,17,3,No,525
DODGE Durango,5.7,8,Auto-8,4WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT05.75P1,standard SUV,6,14,22,17,3,No,523
DODGE Durango,5.7,8,Auto-8,4WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT05.75P1,standard SUV,6,14,22,17,3,No,523
DODGE Grand Caravan,3.6,6,Auto-6,2WD,Ethanol/Gas,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ03.65PA,minivan,6,12/17,18/25,14/20,4,No,431/445
DODGE Grand Caravan,3.6,6,Auto-6,2WD,Ethanol/Gas,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXJ03.65PA,minivan,6,12/17,18/25,14/20,4,No,431/445
DODGE Grand Caravan,3.6,6,Auto-6,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT03.65P1,minivan,6,17,25,20,4,No,445
DODGE Grand Caravan,3.6,6,Auto-6,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,HCRXT03.65P1,minivan,6,17,25,20,4,No,445
