Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
AUDI Q7 quattro,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RVGAT02.0A77,standard SUV,5,19,25,21,4,No,416
AUDI Q7 quattro,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RVGAT02.0A77,standard SUV,5,19,25,21,4,No,416
AUDI Q7 quattro,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RVGAJ03.0N7M,standard SUV,5,19,24,21,4,No,431
AUDI Q7 quattro,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RVGAJ03.0N7M,standard SUV,5,19,24,21,4,No,431
AUDI Q8 Sportback e-tron quattro,N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RVGAT00.0AZE,standard SUV,10,84,90,87,10,Elite,0
AUDI Q8 Sportback e-tron quattro,N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,RVGAT00.0AZE,standard SUV,10,84,90,87,10,Elite,0
AUDI Q8 Sportback e-tron ultra quattro,N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RVGAT00.0AZE,standard SUV,10,84,89,86,10,Elite,0
AUDI Q8 Sportback e-tron ultra quattro,N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,RVGAT00.0AZE,standard SUV,10,84,89,86,10,Elite,0
AUDI Q8 e-tron quattro,N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RVGAT00.0AZE,standard SUV,10,80,83,81,10,Elite,0
AUDI Q8 e-tron quattro,N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,RVGAT00.0AZE,standard SUV,10,80,83,81,10,Elite,0
AUDI RS 3,2.5,5,AMS-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RVGAV02.5NAG,small car,3,19,29,23,5,No,388
AUDI RS 3,2.5,5,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RVGAV02.5NAG,small car,3,19,29,23,5,No,388
AUDI RS 5 Coupe,2.9,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RVGAJ03.0N7F,small car,5,18,25,21,4,No,425
AUDI RS 5 Coupe,2.9,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RVGAJ03.0N7F,small car,5,18,25,21,4,No,425
AUDI RS 5 Sportback,2.9,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RVGAJ03.0N7F,midsize car,5,18,25,20,4,No,438
AUDI RS 5 Sportback,2.9,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RVGAJ03.0N7F,midsize car,5,18,25,20,4,No,438
AUDI RS 6 Avant,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RVGAJ04.0NAT,station wagon,3,14,22,17,3,No,533
AUDI RS 6 Avant,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RVGAJ04.0NAT,station wagon,3,14,22,17,3,No,533
AUDI RS 7,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RVGAJ04.0NAT,midsize car,3,14,22,17,3,No,533
AUDI RS 7,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RVGAJ04.0NAT,midsize car,3,14,22,17,3,No,533
AUDI RS Q8,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RVGAJ04.0NAT,standard SUV,3,13,19,15,2,No,574
AUDI RS Q8,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RVGAJ04.0NAT,standard SUV,3,13,19,15,2,No,574
AUDI RS e-tron GT,N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RVGAV00.0NZG,midsize car,10,85,85,85,10,Elite,0
AUDI RS e-tron GT,N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,RVGAV00.0NZG,midsize car,10,85,85,85,10,Elite,0
AUDI S3,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RVGAV02.0A7N,small car,5,23,32,26,5,No,335
AUDI S3,2,4,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RVGAV02.0A7N,small car,5,23,32,26,5,No,335
AUDI S4,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RVGAJ03.0N7F,small car,5,21,29,24,5,No,376
AUDI S4,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RVGAJ03.0N7F,small car,5,21,29,24,5,No,376
AUDI S5 Cabriolet,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RVGAJ03.0N7F,small car,5,20,27,22,5,No,397
AUDI S5 Cabriolet,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RVGAJ03.0N7F,small car,5,20,27,22,5,No,397
AUDI S5 Coupe,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RVGAJ03.0N7F,small car,5,21,29,24,5,No,376
AUDI S5 Coupe,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RVGAJ03.0N7F,small car,5,21,29,24,5,No,376
AUDI S5 Sportback,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RVGAJ03.0N7F,midsize car,5,20,29,23,5,No,384
AUDI S5 Sportback,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RVGAJ03.0N7F,midsize car,5,20,29,23,5,No,384
AUDI S6,2.9,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RVGAJ03.0N7N,midsize car,5,19,26,22,5,No,410
AUDI S6,2.9,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RVGAJ03.0N7N,midsize car,5,19,26,22,5,No,410
AUDI S7,2.9,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RVGAJ03.0N7N,midsize car,5,19,26,22,5,No,410
AUDI S7,2.9,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RVGAJ03.0N7N,midsize car,5,19,26,22,5,No,410
AUDI S8,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RVGAJ04.0NAT,large car,3,15,24,18,4,No,502
AUDI S8,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RVGAJ04.0NAT,large car,3,15,24,18,4,No,502
AUDI SQ5,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RVGAJ03.0N7F,small SUV,5,19,24,21,4,No,427
AUDI SQ5,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RVGAJ03.0N7F,small SUV,5,19,24,21,4,No,427
AUDI SQ5 Sportback,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RVGAJ03.0N7F,small SUV,5,19,24,21,4,No,427
AUDI SQ5 Sportback,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RVGAJ03.0N7F,small SUV,5,19,24,21,4,No,427
AUDI SQ7,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RVGAT04.0NAV,standard SUV,3,15,21,17,3,No,525
AUDI SQ7,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RVGAT04.0NAV,standard SUV,3,15,21,17,3,No,525
AUDI SQ8,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RVGAT04.0NAV,standard SUV,3,15,21,17,3,No,518
AUDI SQ8,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RVGAT04.0NAV,standard SUV,3,15,21,17,3,No,518
AUDI SQ8 Sportback e-tron (20 in.wheels),N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RVGAT00.0AZS,standard SUV,10,72,75,73,10,Elite,0
AUDI SQ8 Sportback e-tron (20 in.wheels),N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,RVGAT00.0AZS,standard SUV,10,72,75,73,10,Elite,0
AUDI SQ8 Sportback e-tron (21/22 in.wheels),N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RVGAT00.0AZS,standard SUV,10,62,63,63,10,Elite,0
AUDI SQ8 Sportback e-tron (21/22 in.wheels),N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,RVGAT00.0AZS,standard SUV,10,62,63,63,10,Elite,0
AUDI SQ8 e-tron (20 in. wheels),N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RVGAT00.0AZS,standard SUV,10,72,75,73,10,Elite,0
AUDI SQ8 e-tron (20 in. wheels),N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,RVGAT00.0AZS,standard SUV,10,72,75,73,10,Elite,0
AUDI SQ8 e-tron (21/22 in.wheels),N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RVGAT00.0AZS,standard SUV,10,62,63,63,10,Elite,0
AUDI SQ8 e-tron (21/22 in.wheels),N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,RVGAT00.0AZS,standard SUV,10,62,63,63,10,Elite,0
AUDI e-tron GT,N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RVGAV00.0NZG,midsize car,10,85,85,85,10,Elite,0
AUDI e-tron GT,N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,RVGAV00.0NZG,midsize car,10,85,85,85,10,Elite,0
BENTLEY Continental GT,6,12,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RVGAV06.0EAR,small car,3,12,20,15,2,No,591
BENTLEY Continental GT,6,12,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RVGAV06.0EAR,small car,3,12,20,15,2,No,591
BENTLEY Continental GTC,6,12,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RVGAV06.0EAR,small car,3,12,19,14,2,No,624
BENTLEY Continental GTC,6,12,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RVGAV06.0EAR,small car,3,12,19,14,2,No,624
BENTLEY Flying Spur,6,12,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RVGAV06.0EAR,midsize car,3,12,19,15,2,No,608
BENTLEY Flying Spur,6,12,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RVGAV06.0EAR,midsize car,3,12,19,15,2,No,608
BMW 228i Gran Coupe,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RBMXJ02.0B4X,small car,7,24,34,28,6,No,315
BMW 228i Gran Coupe,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RBMXJ02.0B4X,small car,7,24,34,28,6,No,315
BMW 228i xDrive Gran Coupe,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RBMXJ02.0B4X,small car,7,23,33,27,5,No,330
BMW 228i xDrive Gran Coupe,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RBMXJ02.0B4X,small car,7,23,33,27,5,No,330
BMW 230i Coupe,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RBMXV02.0M48,small car,3,26,35,30,6,No,296
BMW 230i Coupe,2,4,SemiAuto-8,2WD,Gasoline,CA,T3B125,Federal Tier 3 Bin 125,RBMXV02.0M48,small car,3,26,35,30,6,No,296
BMW 230i Coupe,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RBMXV02.0M48,small car,3,26,35,30,6,No,296
BMW 230i xDrive Coupe,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RBMXV02.0M48,small car,3,25,33,28,6,No,314
BMW 230i xDrive Coupe,2,4,SemiAuto-8,4WD,Gasoline,CA,T3B125,Federal Tier 3 Bin 125,RBMXV02.0M48,small car,3,25,33,28,6,No,314
BMW 230i xDrive Coupe,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RBMXV02.0M48,small car,3,25,33,28,6,No,314
BMW 330e,2,4,SemiAuto-8,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RBMXJ02.0H30,small car,7,24/69,32/78,27/73,8,Yes,158
BMW 330e,2,4,SemiAuto-8,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RBMXJ02.0H30,small car,7,24/69,32/78,27/73,8,Yes,158
