Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
CHEVROLET Blazer,3.6,6,Auto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,RGMXT03.6151,small SUV,6,18,26,21,4,No,422
CHEVROLET Blazer EV,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RGMXT00.0014,small SUV,10,103,88,96,10,Elite,0
CHEVROLET Blazer EV,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RGMXT00.0014,small SUV,10,103,88,96,10,Elite,0
CHEVROLET Camaro,3.6,6,Man-6,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,RGMXV03.6165,small car,6,16,26,20,4,No,451
CHEVROLET Camaro,3.6,6,Man-6,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,RGMXV03.6165,small car,6,16,26,20,4,No,451
CHEVROLET Camaro,3.6,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,RGMXV03.6165,small car,6,18,29,22,5,No,407
CHEVROLET Camaro,3.6,6,SemiAuto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,RGMXV03.6165,small car,6,18,29,22,5,No,407
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,RGMXV06.2089,small car,1,14,20,16,3,No,561
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,RGMXV06.2089,small car,1,14,20,16,3,No,561
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,RGMXV06.2090,small car,1,16,24,19,4,No,477
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,RGMXV06.2090,small car,1,16,24,19,4,No,477
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,RGMXV06.2089,small car,1,13,21,16,3,No,571
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,RGMXV06.2089,small car,1,13,21,16,3,No,571
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,RGMXV06.2090,small car,1,16,26,20,4,No,452
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,RGMXV06.2090,small car,1,16,26,20,4,No,452
CHEVROLET Colorado,2.7,4,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RGMXT02.7100,pickup,7,18,23,20,4,No,446
CHEVROLET Colorado,2.7,4,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RGMXT02.7100,pickup,7,18,23,20,4,No,446
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RGMXV06.2088,small car,5,16,25,19,4,No,472
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RGMXV06.2088,small car,5,16,25,19,4,No,472
CHEVROLET Corvette AWD,6.2,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RGMXV06.2093,small car,3,16,24,19,4,No,480
CHEVROLET Corvette AWD,6.2,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RGMXV06.2093,small car,3,16,24,19,4,No,480
CHEVROLET Corvette Z06,5.5,8,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RGMXV06.2094,small car,3,12,21,15,2,No,597
CHEVROLET Corvette Z06,5.5,8,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RGMXV06.2094,small car,3,12,21,15,2,No,597
CHEVROLET Corvette Z06 Carbon Aero,5.5,8,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RGMXV06.2094,small car,3,12,19,14,2,No,631
CHEVROLET Corvette Z06 Carbon Aero,5.5,8,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RGMXV06.2094,small car,3,12,19,14,2,No,631
CHEVROLET Equinox,1.5,4,Auto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RGMXT01.5090,small SUV,7,26,31,28,6,No,310
CHEVROLET Equinox,1.5,4,Auto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RGMXT01.5090,small SUV,7,26,31,28,6,No,310
CHEVROLET Equinox,1.5,4,Auto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RGMXT01.5090,small SUV,7,24,30,26,5,No,339
CHEVROLET Equinox,1.5,4,Auto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RGMXT01.5090,small SUV,7,24,30,26,5,No,339
CHEVROLET Silverado,2.7,4,Auto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RGMXT02.7100,pickup,7,17,21,19,4,No,470
CHEVROLET Silverado,2.7,4,Auto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RGMXT02.7100,pickup,7,18,22,20,4,No,453
CHEVROLET Silverado,2.7,4,Auto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RGMXT02.7100,pickup,7,17,21,19,4,No,470
CHEVROLET Silverado,2.7,4,Auto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RGMXT02.7100,pickup,7,18,22,20,4,No,453
CHEVROLET Silverado,2.7,4,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RGMXT02.7100,pickup,7,17,19,18,4,No,506
CHEVROLET Silverado,2.7,4,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RGMXT02.7100,pickup,7,18,21,19,4,No,468
CHEVROLET Silverado,2.7,4,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RGMXT02.7100,pickup,7,17,19,18,4,No,506
CHEVROLET Silverado,2.7,4,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RGMXT02.7100,pickup,7,18,21,19,4,No,468
CHEVROLET Silverado,3,6,Auto-10,2WD,Diesel,CA,L3ULEV70,California LEV-III ULEV70,RGMXT03.0354,pickup,5,23,29,26,5,No,397
CHEVROLET Silverado,3,6,Auto-10,2WD,Diesel,FA,T3B70,Federal Tier 3 Bin 70,RGMXT03.0354,pickup,5,23,29,26,5,No,397
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,CA,L3ULEV70,California LEV-III ULEV70,RGMXT03.0354,pickup,5,21,24,23,4,No,450
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,CA,L3ULEV70,California LEV-III ULEV70,RGMXT03.0354,pickup,5,23,27,24,4,No,416
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,FA,T3B70,Federal Tier 3 Bin 70,RGMXT03.0354,pickup,5,21,24,23,4,No,450
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,FA,T3B70,Federal Tier 3 Bin 70,RGMXT03.0354,pickup,5,23,27,24,4,No,416
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Ethanol/Gas,CA,L3ULEV70,California LEV-III ULEV70,RGMXT05.3387,pickup,5,12/16,15/20,13/18,4,No,472/496
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Ethanol/Gas,FA,T3B70,Federal Tier 3 Bin 70,RGMXT05.3387,pickup,5,12/16,15/20,13/18,4,No,472/496
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RGMXT05.3330,pickup,7,15,19,16,3,No,546
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RGMXT05.3330,pickup,7,16,21,18,4,No,490
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RGMXT05.3330,pickup,7,16,22,18,4,No,489
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RGMXT05.3330,special purpose,7,15,18,16,3,No,545
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RGMXT05.3330,pickup,7,15,19,16,3,No,546
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RGMXT05.3330,pickup,7,16,21,18,4,No,490
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RGMXT05.3330,pickup,7,16,22,18,4,No,489
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RGMXT05.3330,special purpose,7,15,18,16,3,No,545
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Ethanol/Gas,CA,L3ULEV70,California LEV-III ULEV70,RGMXT05.3387,pickup,5,11/15,14/19,12/17,3,No,512/524
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Ethanol/Gas,FA,T3B70,Federal Tier 3 Bin 70,RGMXT05.3387,pickup,5,11/15,14/19,12/17,3,No,512/524
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RGMXT05.3330,pickup,7,15,19,16,3,No,546
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RGMXT05.3330,pickup,7,15,19,17,3,No,535
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RGMXT05.3330,pickup,7,15,20,17,3,No,517
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RGMXT05.3330,special purpose,7,14,17,15,2,No,577
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RGMXT05.3330,pickup,7,15,19,16,3,No,546
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RGMXT05.3330,pickup,7,15,19,17,3,No,535
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RGMXT05.3330,pickup,7,15,20,17,3,No,517
CHEVROLET Silverado,5.3,8,Auto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RGMXT05.3330,special purpose,7,14,17,15,2,No,577
CHEVROLET Silverado,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,RGMXT06.2375,pickup,6,15,20,17,3,No,527
CHEVROLET Silverado,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,RGMXT06.2375,pickup,6,15,20,17,3,No,527
CHEVROLET Silverado 4WD Mud Terrain Tire,2.7,4,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RGMXT02.7100,pickup,7,16,17,16,3,No,542
CHEVROLET Silverado 4WD Mud Terrain Tire,2.7,4,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RGMXT02.7100,pickup,7,16,17,17,3,No,534
CHEVROLET Silverado 4WD Mud Terrain Tire,2.7,4,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RGMXT02.7100,pickup,7,16,17,16,3,No,542
CHEVROLET Silverado 4WD Mud Terrain Tire,2.7,4,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RGMXT02.7100,pickup,7,16,17,17,3,No,534
CHEVROLET Silverado 4WD Mud Terrain Tire,3,6,Auto-10,4WD,Diesel,CA,L3ULEV70,California LEV-III ULEV70,RGMXT03.0354,pickup,5,21,23,22,4,No,463
CHEVROLET Silverado 4WD Mud Terrain Tire,3,6,Auto-10,4WD,Diesel,CA,L3ULEV70,California LEV-III ULEV70,RGMXT03.0354,pickup,5,21,23,22,4,No,471
CHEVROLET Silverado 4WD Mud Terrain Tire,3,6,Auto-10,4WD,Diesel,FA,T3B70,Federal Tier 3 Bin 70,RGMXT03.0354,pickup,5,21,23,22,4,No,463
CHEVROLET Silverado 4WD Mud Terrain Tire,3,6,Auto-10,4WD,Diesel,FA,T3B70,Federal Tier 3 Bin 70,RGMXT03.0354,pickup,5,21,23,22,4,No,471
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-10,4WD,Ethanol/Gas,CA,L3ULEV70,California LEV-III ULEV70,RGMXT05.3387,pickup,5,11/15,14/19,12/17,3,No,512/524
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-10,4WD,Ethanol/Gas,FA,T3B70,Federal Tier 3 Bin 70,RGMXT05.3387,pickup,5,11/15,14/19,12/17,3,No,512/524
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RGMXT05.3330,pickup,7,15,18,16,3,No,545
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RGMXT05.3330,pickup,7,15,18,16,3,No,555
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RGMXT05.3330,pickup,7,15,19,16,3,No,546
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RGMXT05.3330,pickup,7,15,18,16,3,No,545
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RGMXT05.3330,pickup,7,15,18,16,3,No,555
CHEVROLET Silverado 4WD Mud Terrain Tire,5.3,8,Auto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RGMXT05.3330,pickup,7,15,19,16,3,No,546
CHEVROLET Silverado 4WD Mud Terrain Tire,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,RGMXT06.2375,pickup,6,14,17,15,2,No,590
CHEVROLET Silverado 4WD Mud Terrain Tire,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,RGMXT06.2375,pickup,6,14,17,15,2,No,590
CHEVROLET Silverado EV,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RGMXT00.0005,pickup,10,67,59,63,10,Elite,0
CHEVROLET Silverado EV,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RGMXT00.0005,pickup,10,72,62,67,10,Elite,0
CHEVROLET Silverado EV,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RGMXT00.0005,pickup,10,67,59,63,10,Elite,0
CHEVROLET Silverado EV,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RGMXT00.0005,pickup,10,72,62,67,10,Elite,0
CHEVROLET Silverado ZR2,3,6,Auto-10,4WD,Diesel,CA,L3ULEV70,California LEV-III ULEV70,RGMXT03.0355,pickup,5,20,22,21,4,No,484
CHEVROLET Silverado ZR2,3,6,Auto-10,4WD,Diesel,FA,T3B70,Federal Tier 3 Bin 70,RGMXT03.0355,pickup,5,20,22,21,4,No,484
CHEVROLET Silverado ZR2,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,RGMXT06.2375,pickup,6,14,17,15,2,No,591
CHEVROLET Silverado ZR2,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,RGMXT06.2375,pickup,6,14,17,15,2,No,591
CHEVROLET Trailblazer,1.3,3,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RGMXV01.3555,small SUV,7,26,29,27,5,No,329
CHEVROLET Trailblazer,1.3,3,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RGMXV01.3555,small SUV,7,26,29,27,5,No,329
CHEVROLET Trailblazer,1.3,3,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RGMXV01.3555,small SUV,7,29,33,31,6,No,290
CHEVROLET Trailblazer,1.3,3,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RGMXV01.3555,small SUV,7,29,33,31,6,No,290
CHEVROLET Trax,1.2,3,Auto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RGMXV01.3555,station wagon,7,28,32,30,6,No,298
CHEVROLET Trax,1.2,3,Auto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RGMXV01.3555,station wagon,7,28,32,30,6,No,298
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RCRXT03.65P5,minivan,7,19,28,22,5,No,401
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RCRXT03.65P5,minivan,7,19,28,22,5,No,401
CHRYSLER Pacifica,3.6,6,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RCRXT03.65P5,minivan,7,17,25,20,4,No,450
CHRYSLER Pacifica,3.6,6,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RCRXT03.65P5,minivan,7,17,25,20,4,No,450
CHRYSLER Pacifica Hybrid,3.6,6,CVT,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RCRXT03.65PH,minivan,7,29/87,30/77,30/82,9,Yes,119
CHRYSLER Pacifica Hybrid,3.6,6,CVT,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RCRXT03.65PH,minivan,7,29/87,30/77,30/82,9,Yes,119
CHRYSLER Voyager,3.6,6,Auto-9,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RCRXT03.65P5,minivan,7,19,28,22,5,No,401
CHRYSLER Voyager,3.6,6,Auto-9,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RCRXT03.65P5,minivan,7,19,28,22,5,No,401
CRUISE Origin,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RGMXV00.0007,station wagon,10,42,42,42,10,Elite,0
CRUISE Origin,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RGMXV00.0007,station wagon,10,42,42,42,10,Elite,0
DODGE Hornet,2,4,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RCRXT02.05P1,small SUV,7,21,29,24,5,No,371
DODGE Hornet,2,4,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RCRXT02.05P1,small SUV,7,21,29,24,5,No,371
DODGE Hornet PHEV AWD,1.3,4,Auto-6,4WD,Gasoline/Electricity,CA,L3ULEV50,California LEV-III ULEV50,RCRXV01.35PH,small SUV,6,29/77,29/77,29/77,9,No,120
DODGE Hornet PHEV AWD,1.3,4,Auto-6,4WD,Gasoline/Electricity,FA,T3B50,Federal Tier 3 Bin 50,RCRXV01.35PH,small SUV,6,29/77,29/77,29/77,9,No,120
FERRARI 296 GTB,2.9,6,AMS-8,2WD,Gasoline/Electricity,CA,L3ULEV50,California LEV-III ULEV50,RFEXV02.9HYB,small car,6,16/45,22/49,18/47,5,No,398
FERRARI 296 GTB,2.9,6,AMS-8,2WD,Gasoline/Electricity,FA,T3B50,Federal Tier 3 Bin 50,RFEXV02.9HYB,small car,6,16/45,22/49,18/47,5,No,398
FERRARI 296 GTS,2.9,6,AMS-8,2WD,Gasoline/Electricity,CA,L3ULEV50,California LEV-III ULEV50,RFEXV02.9HYB,small car,6,16/48,22/48,18/48,5,No,403
FERRARI 296 GTS,2.9,6,AMS-8,2WD,Gasoline/Electricity,FA,T3B50,Federal Tier 3 Bin 50,RFEXV02.9HYB,small car,6,16/48,22/48,18/48,5,No,403
FERRARI 812 Competizione,6.5,12,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RFEXV06.5GDI,small car,3,12,16,14,2,No,652
FERRARI 812 Competizione,6.5,12,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RFEXV06.5GDI,small car,3,12,16,14,2,No,652
FERRARI 812 Competizione A,6.5,12,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RFEXV06.5GDI,small car,3,12,16,14,2,No,648
FERRARI 812 Competizione A,6.5,12,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RFEXV06.5GDI,small car,3,12,16,14,2,No,648
FERRARI Daytona SP3,6.5,12,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RFEXV06.5GDI,small car,3,12,16,13,1,No,660
FERRARI Daytona SP3,6.5,12,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RFEXV06.5GDI,small car,3,12,16,13,1,No,660
FERRARI F173 HFC,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,CA,L3ULEV70,California LEV-III ULEV70,RFEXV03.9H70,small car,5,16/45,19/44,17/45,4,No,415
FERRARI F173 HFC,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,FA,T3B70,Federal Tier 3 Bin 70,RFEXV03.9H70,small car,5,16/45,19/44,17/45,4,No,415
FERRARI F173 HGC,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,CA,L3ULEV70,California LEV-III ULEV70,RFEXV03.9H70,small car,5,16/45,19/44,17/45,4,No,415
FERRARI F173 HGC,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,FA,T3B70,Federal Tier 3 Bin 70,RFEXV03.9H70,small car,5,16/45,19/44,17/45,4,No,415
FERRARI Purosangue,6.5,12,AutoMan-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,RFEXV06.5G50,standard SUV,6,11,15,12,1,No,711
FERRARI Purosangue,6.5,12,AutoMan-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,RFEXV06.5G50,standard SUV,6,11,15,12,1,No,711
FERRARI Roma,3.9,8,AutoMan-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,RFEXV03.9T50,small car,6,17,22,19,4,No,472
FERRARI Roma,3.9,8,AutoMan-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,RFEXV03.9T50,small car,6,17,22,19,4,No,472
FERRARI Roma Spider,3.9,8,AutoMan-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,RFEXV03.9T50,small car,6,17,22,19,4,No,467
FERRARI Roma Spider,3.9,8,AutoMan-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,RFEXV03.9T50,small car,6,17,22,19,4,No,467
FERRARI SF90 Spider,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,RFEXV03.9HYB,small car,3,16/42,19/46,17/44,4,No,414
FERRARI SF90 Spider,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,RFEXV03.9HYB,small car,3,16/42,19/46,17/44,4,No,414
FERRARI SF90 Stradale,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,RFEXV03.9HYB,small car,3,16/51,20/51,18/51,5,No,403
FERRARI SF90 Stradale,3.9,8,AutoMan-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,RFEXV03.9HYB,small car,3,16/51,20/51,18/51,5,No,403
FORD Edge,2,4,Auto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,RFMXT02.02JU,small SUV,6,21,28,23,5,No,380
FORD Edge,2,4,Auto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,RFMXT02.02JU,small SUV,6,21,28,23,5,No,380
FORD Edge,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,RFMXT02.02JU,small SUV,6,21,28,23,5,No,380
FORD Edge,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,RFMXT02.02JU,small SUV,6,21,28,23,5,No,380
FORD Edge,2.7,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RFMXT02.72JQ,small SUV,5,19,25,21,4,No,418
FORD Edge,2.7,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RFMXT02.72JQ,small SUV,5,19,25,21,4,No,418
FORD Expedition,3.5,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,RFMXT03.54HF,standard SUV,6,17,23,19,4,No,462
FORD Expedition,3.5,6,SemiAuto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,RFMXT03.54HF,standard SUV,6,17,23,19,4,No,462
FORD Expedition,3.5,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,RFMXT03.54HF,standard SUV,6,16,22,18,4,No,485
FORD Expedition,3.5,6,SemiAuto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,RFMXT03.54HF,standard SUV,6,16,22,18,4,No,485
FORD Expedition Timberline,3.5,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,RFMXT03.54HF,standard SUV,6,16,19,17,3,No,523
FORD Expedition Timberline,3.5,6,SemiAuto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,RFMXT03.54HF,standard SUV,6,16,19,17,3,No,523
FORD Mustang,2.3,4,Auto-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RFMXV02.3VJY,small car,7,22,33,26,5,No,341
FORD Mustang,2.3,4,Auto-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RFMXV02.3VJY,small car,7,22,33,26,5,No,341
FORD Mustang,5,8,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RFMXV05.0VKN,small car,5,14,23,17,3,No,515
FORD Mustang,5,8,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RFMXV05.0VKN,small car,5,14,23,17,3,No,515
FORD Mustang,5,8,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RFMXV05.0VKN,small car,5,15,24,18,4,No,492
FORD Mustang,5,8,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RFMXV05.0VKN,small car,5,15,24,18,4,No,492
FORD Mustang Dark Horse,5,8,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RFMXV05.0VKN,small car,5,14,22,17,3,No,535
FORD Mustang Dark Horse,5,8,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RFMXV05.0VKN,small car,5,14,22,17,3,No,535
FORD Mustang Dark Horse,5,8,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RFMXV05.0VKN,small car,5,14,22,17,3,No,524
